,Title,Release_Year,Genre,Synopsis,image_url,image_id
7140,John Bachman Now,(2020– ),"
News            ","
An Argentine journalist strives to prove that his countryman, Guillermo Villas, was wrongly denied the No.1 world ranking in the 1970s.","https://m.media-amazon.com/images/M/MV5BMDg4ZDVkMGYtMTMzZS00NWU1LWE4Y2QtN2U1MThhYzA1ZWFjXkEyXkFqcGdeQXVyNjEwNTM2Mzc@._V1_UY98_CR1,0,67,98_AL_.jpg",tt13150564
7141,In Silico,(2020),"
Documentary            ","
This high-camp, side-splitting-romp is sure to become an instant holiday classic.","https://m.media-amazon.com/images/M/MV5BZThjZjcxYTctZTk2My00ODFiLWIwY2QtMWVmNjk0ZDg0YzNiXkEyXkFqcGdeQXVyMTI1MzcxODE3._V1_UX67_CR0,0,67,98_AL_.jpg",tt13327258
7142,Vilas: Serás lo que debas ser o no serás nada,(2020),"
Documentary, Biography, Sport            ","
The four seasons shown through Roman's home videos.","https://m.media-amazon.com/images/M/MV5BMmQ3NGVkODAtYTI5ZC00OTc4LTgxNTAtM2UxMDA4MTQ1ODk2XkEyXkFqcGdeQXVyMTA1MjcwNjg0._V1_UX67_CR0,0,67,98_AL_.jpg",tt11595704
7143,The Jinkx and DeLa Holiday Special,(2020),"
Comedy, Musical            ","
On September, 8 2019 Sarajevo hosts its first Pride March. Are people ready for this event?","https://m.media-amazon.com/images/M/MV5BOGU0OTdkNTMtMzAxZS00NDMxLTg3ZjMtOThkODQ0MGE1NTkxXkEyXkFqcGdeQXVyMjM4MzYzMjk@._V1_UY98_CR1,0,67,98_AL_.jpg",tt11823094
7144,Scenes from My Life,(2020),"
Documentary, Short            ","
A nasty little peek at the making of King Gizzard and the Lizard Wizard's album ""Infest the Rats' Nest"", showing the path of creation from gag jams to gigs, and all the sweat and stink that comes with it","https://m.media-amazon.com/images/M/MV5BZmU3MjgwZDItYWM3NS00NWRiLTliMDYtMmQ4Mzg5MGY1MDcyXkEyXkFqcGdeQXVyMzQ3NTE0ODM@._V1_UX67_CR0,0,67,98_AL_.jpg",tt12606860
7145,Let There Be Colour,(2020),"
Documentary, Short            ","
It is a documentary film which 30 people attended in Eminönü, which is located in a central location of Istanbul and has a very influential historical importance. It provides the ...                See full summary »
","https://m.media-amazon.com/images/M/MV5BOGJkOWM1N2QtYzBhYy00Mjc5LWE5MjItYTMwMWUxYjU2NmU4XkEyXkFqcGdeQXVyMzY1MzA0ODY@._V1_UY98_CR1,0,67,98_AL_.jpg",tt7566118
7146,Ratty,(2020 Video),"
Documentary, Short, Music            ","
With the age of 60 on the horizon filmmaker David Bynum set out on a journey of discovery to find his biological family. After 58 years of not knowing where his true roots were or any ...                See full summary »
","https://m.media-amazon.com/images/M/MV5BMDJiY2JhNzYtZGEwOC00OGQwLThkODctMjRjMzFmZmIxZGE3XkEyXkFqcGdeQXVyMTE1ODU0NjQ3._V1_UX67_CR0,0,67,98_AL_.jpg",tt14171624
7147,Why Am I Here?,(2020),"
Documentary            ","
Improvement in the environment post global lock down due to corona virus inspired this short film. The films raises some fundamental questions how we should live post covid19.","https://m.media-amazon.com/images/M/MV5BMjFkOTQwZjgtODdmMy00ODQ5LWI5MGUtOGJkZWFmNmQ5OGE4XkEyXkFqcGdeQXVyODgyNzE2ODM@._V1_UX67_CR0,0,67,98_AL_.jpg",tt12299726
7148,From A Place of Love - My Adoption Journey,(2020),"
Documentary            ","
Add a Plot
",https://m.media-amazon.com/images/S/sash/NapCxx-VwSOJtCZ.png,tt13061794
7149,Nurture Nature,(2020),"
Short            ","
Add a Plot
","https://m.media-amazon.com/images/M/MV5BN2NiYzMyZmQtMDBkNC00Y2NkLWI1NjctZmQyNjM3ZWQ5YTc4XkEyXkFqcGdeQXVyMzAyNDMxMDQ@._V1_UY98_CR1,0,67,98_AL_.jpg",tt5612690
7150,Tenet: 10 min Behind the Scenes,(2020),"
Documentary, Short            ","
During the holidays, best friends 16-year-old Charlotte and 100-year-old Evie Rose reminisce on the beautiful memories of their friendship, but this Christmas is not as joyful as the past.","https://m.media-amazon.com/images/M/MV5BZmVmYTQxNjMtMzI2My00NjU2LTkxYjMtMDFhODZmZDAwYTYyXkEyXkFqcGdeQXVyNjc1ODAzODQ@._V1_UY98_CR3,0,67,98_AL_.jpg",tt11524124
7151,Isle of Chair,(2020),"
Animation, Short            ","
A different take on house hunting. Lifestyle expert Clinton Kelly searches out potential properties to help self made entrepreneurs and creative geniuses, who have stuck it rich, to find a home that will suit their new lifestyle.","https://m.media-amazon.com/images/M/MV5BMjdiMDJhMmMtNDg3Zi00NGU0LTk4ZDctNGQ4ZmY3YWZkNTMzXkEyXkFqcGdeQXVyNTgyMjI4ODI@._V1_UY98_CR53,0,67,98_AL_.jpg",tt13971160
7152,No Remorse,(2020),"
Action, Thriller            ","
In this stop motion animated short parody, there's a party in the fridge and the fancy craft beers snub 2020's most unwanted guest.","https://m.media-amazon.com/images/M/MV5BNzJiMzQ3ZjgtMGQ5Mi00MjU2LTliYzAtOWNhMGNhZmQzZTI5XkEyXkFqcGdeQXVyMTg4NzczMzM@._V1_UX67_CR0,0,67,98_AL_.jpg",tt13340016
7153,Evie Rose,(2021),"
Short, Drama            ","
Set during the height of the Movement for Black Lives in Chicago, 'Unapologetic' captures a community of millennial organizers confronting an administration complicit in state violence against its Black residents.","https://m.media-amazon.com/images/M/MV5BMDdiYTJlOWItY2MwNi00MTc4LTgyNTgtNGJlZWE1YWQ3ZGIyXkEyXkFqcGdeQXVyOTg2NjkzNQ@@._V1_UX67_CR0,0,67,98_AL_.jpg",tt7220144
7154,Self-Made Mansions,(2021),"
Reality-TV            ","
Add a Plot
","https://m.media-amazon.com/images/M/MV5BNTdjOGM2NWQtNDYzZS00Y2YzLTllN2UtZDM1NDViNTVmYmJiXkEyXkFqcGdeQXVyNjU1NDU4OTg@._V1_UX67_CR0,0,67,98_AL_.jpg",tt11069562
7155,The Lucky Ones,(2020– ),"
Comedy            ","
Add a Plot
","https://m.media-amazon.com/images/M/MV5BZTA5ZWJjMTUtNjk5Yy00ODkxLWFmZDAtOTg3YzEyYmI1MWY1XkEyXkFqcGdeQXVyMjAxMjU5MzM@._V1_UY98_CR8,0,67,98_AL_.jpg",tt11724696
7156,Unapologetic,(2020),"
Documentary            ","
The Eagles are brimming with confidence going into the 2019 season, but what follows is a tumultuous campaign riddled with injuries that provides countless ups and downs.","https://m.media-amazon.com/images/M/MV5BMzFkMzkwYWMtZWViYy00MzFlLTgyMjUtNjQ1OGVjZGU3NzRiXkEyXkFqcGdeQXVyOTAyMDgxODQ@._V1_UY98_CR15,0,67,98_AL_.jpg",tt11621622
7157,Love & Drugs 2,(2020),"
Drama            ","
S.A.L.E.M. is an animated story filled with adventure, slice of life, self discovery, and pancakes. Following a young, bright-eyed cryptid named Salem, who lives with their guardian, the ...                See full summary »
","https://m.media-amazon.com/images/M/MV5BMWRmY2U1YWEtZDAxNS00NjJmLWI1NDktMjY3Nzc4YWZiMmU4XkEyXkFqcGdeQXVyMjg3MjIyNA@@._V1_UY98_CR53,0,67,98_AL_.jpg",tt12445404
7158,&Music,(2020– ),"
Documentary, Short, Music            ","
Big Giant Wave illustrates our essential connection with rhythm, music, our planet, the brain, daily lives and our collective humanity.","https://m.media-amazon.com/images/M/MV5BN2E5MGZiNDgtNDA5Zi00NDI4LWI0NTQtYjk0MTU0YWNjYWYxXkEyXkFqcGdeQXVyMjE5MTcyMA@@._V1_UY98_CR0,0,67,98_AL_.jpg",tt13653682
7159,Speech & Debate,(2020),"
Short, Comedy            ","
A major, revealing in-depth re-examination of the Falconio and Lees mystery, an infamous case from 2001 concerning a horror story of abduction and death on a lonely Australian highway.","https://m.media-amazon.com/images/M/MV5BMmExNTAxMTktMTlhZC00YzdmLWFiMGQtODM4YjZkMTI1MzA4XkEyXkFqcGdeQXVyODE0NzU2Mzk@._V1_UY98_CR1,0,67,98_AL_.jpg",tt12512880
7160,All or Nothing: Philadelphia Eagles,(2020– ),"
Documentary, Sport            ","
Humanity is under siege as the full force of Mental's hordes spread across the world, ravaging what remains of a broken and beaten civilization. The last remaining resistance is the Earth Defense Force led by Sam ""Serious"" Stone.","https://m.media-amazon.com/images/M/MV5BOGU2ZGNiMDItZTNhMC00MTM5LTg2ZDgtZjhkZWJhZDkwZGRjXkEyXkFqcGdeQXVyMTE2MTc3MzU1._V1_UY98_CR53,0,67,98_AL_.jpg",tt12386552
7161,S.A.L.E.M.,(2020– ),"
Animation            ","
The worlds of Psycho and Re-Animator collide.","https://m.media-amazon.com/images/M/MV5BYjhlNDg3ODUtNTVlYy00NTcyLThiNTQtMjE4YWVkMjJjNzAyXkEyXkFqcGdeQXVyMzg4NDU4OQ@@._V1_UY98_CR15,0,67,98_AL_.jpg",tt13905834
7162,Big Giant Wave,(2020),"
Documentary            ","
Quiz tells the story of Charles Ingram, a former British army major, who caused a major scandal after being caught cheating his way to winning £1 million on the game show 'Who Wants To Be A Millionaire?'","https://m.media-amazon.com/images/M/MV5BODk0M2EyY2YtM2Q1Yi00Mjg2LWIyZTgtZjAwZjYzMGJmODIxXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_UX67_CR0,0,67,98_AL_.jpg",tt10228230
7163,Murder in the Outback,(2020),"
Documentary, Crime            ","
This isn't Wakanda. Deep in south India is a jungle kingdom that has inspired legends. Kabini, in the Nagarhole Tiger Reserve, is home to a rogue confederation of animal tribes all vying ...                See full summary »
","https://m.media-amazon.com/images/M/MV5BNjk4N2Q1YzAtYWY4Yy00NGI4LWI5M2YtYmMxZmUwMzEwYWMwXkEyXkFqcGdeQXVyMjkwMzc3Mzg@._V1_UY98_CR53,0,67,98_AL_.jpg",tt11867404
7164,Serious Sam 4,(2020 Video Game),"
Action, Adventure, Comedy            ","
Three college students filming a horror movie find themselves trapped in their own worst nightmare. Their only hope for survival is two detectives who find the camera they left behind.","https://m.media-amazon.com/images/M/MV5BNWM4YmM2ZWQtODM0Yy00NWY3LWE5YTAtNTEwMDRjZTQ5NDgzXkEyXkFqcGdeQXVyNzM1NTU5ODY@._V1_UX67_CR0,0,67,98_AL_.jpg",tt6668220
7165,Psycho Re-Animated,(2021),"
Short            ","
A diverse group of young women navigating their lives through the predominantly male oriented world of skateboarding.","https://m.media-amazon.com/images/M/MV5BYmY3Y2UwOTgtMDZiZC00ODI3LWFmZTQtNWVlZDVkYTE4N2NkXkEyXkFqcGdeQXVyMTAyMjQ3NzQ1._V1_UX67_CR0,0,67,98_AL_.jpg",tt10814438
7166,Quiz,(2020),"
Crime, Drama, History            ","
A single mom tries to raise her daughter in London while wondering if she should have another kid.","https://m.media-amazon.com/images/M/MV5BOTM1Yjg1YWYtM2I5Mi00ODBmLWE1YjgtMjcyYjc1YzY3MzEzXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_UY98_CR1,0,67,98_AL_.jpg",tt9310390
7167,The Real Black Panther,(2020),"
Documentary, Short            ","
A hit man named Kai (Mark Dacascos) flies into Bangkok, gets a gun, and orders a cab. He offers a professional female driver big money to be his all-night driver. But when she realizes Kai ...                See full summary »
","https://m.media-amazon.com/images/M/MV5BMjdiYjQyNWMtZjExMi00ZWYwLWE3NWUtNzhkYjIzMjdhZTkzXkEyXkFqcGdeQXVyOTg4MDYyNw@@._V1_UY98_CR2,0,67,98_AL_.jpg",tt12192190
7168,Stoker Hills,(2020),"
Horror, Mystery, Thriller            ","
When a vigilante border patrol turns fatal, a man flees on horseback to Mexico, seeking forgiveness from the victim's father.","https://m.media-amazon.com/images/M/MV5BNTg2ZDJlN2ItMWE0YS00N2FjLWE0Y2QtMDcxN2NmNjdhNDgxXkEyXkFqcGdeQXVyMTE1MzI2NzIz._V1_UX67_CR0,0,67,98_AL_.jpg",tt10449052
7169,Betty,(2020–2021),"
Comedy            ","
The movie centres on the life of Tove Jansson, showing both her personal relationships, and the creation of the popular Moomin books.","https://m.media-amazon.com/images/M/MV5BYTE1M2E4MzQtYzkwMC00MGZjLTg3ZjQtZmEzNDU4Y2NlY2I5XkEyXkFqcGdeQXVyNjQ5ODA5NQ@@._V1_UY98_CR0,0,67,98_AL_.jpg",tt11007444
7170,The Duchess,(2020),"
Comedy, Drama            ","
A gripping twist on a classic cat-and-mouse story, this British drama series explores the intoxication of sexual attraction and the dangerous power of emotional manipulation as two conflicted detectives track down a pair of deadly killers.","https://m.media-amazon.com/images/M/MV5BNGZmZTYzMzctMmFkNy00ZDkwLTg2ODMtNGU2MGNkNzI3YTBjXkEyXkFqcGdeQXVyOTA3MTMyOTk@._V1_UX67_CR0,0,67,98_AL_.jpg",tt10661302
7171,One Night in Bangkok,(2020),"
Action, Crime, Drama            ","
DCI Caroline Goode vows to bring justice for a young girl, murdered by her family for falling in love with the wrong man.","https://m.media-amazon.com/images/M/MV5BYjBmMjVhMTktOTdiMS00OTBiLWE5MzAtMjdlYWU0NDFmNjI1XkEyXkFqcGdeQXVyOTMyODgwOTQ@._V1_UY98_CR1,0,67,98_AL_.jpg",tt10535076
7172,No Man's Land,(IV) (2020),"
Action, Adventure, Thriller            ","
A year after Charlie's daughter disappears, another girl from Elrod, Georgia goes missing. Convinced there is a connection, Charlie draws suspicion and contempt from local law enforcement and townspeople as she stops at nothing to expose its most devastating and darkest secret.","https://m.media-amazon.com/images/M/MV5BMDlhYWJlNWUtODI1ZC00MmU2LWI5ZTEtOTY0NmMzZDE3NDU4XkEyXkFqcGdeQXVyMTI0MjI0NTc0._V1_UX67_CR0,0,67,98_AL_.jpg",tt5585272
7173,Tove,(2020),"
Biography, Drama, History            ","
Gripped by a violent, terrifying illness, Rose lives in seclusion with her husband, but the arrival of a stranger shatters the fragile refuge they have built.","https://m.media-amazon.com/images/M/MV5BNzM0M2E1YjgtNTc1OS00NGU4LWFlMDAtZmY5NGY1NTZlZWQwXkEyXkFqcGdeQXVyMjM3NTE4OTI@._V1_UX67_CR0,0,67,98_AL_.jpg",tt9643228
7174,We Hunt Together,(2020– ),"
Crime, Drama, Thriller            ","
Anglo-American relations go bad when London mob bosses invest in a West Virginia oil deal in hopes of laundering dirty money.","https://m.media-amazon.com/images/M/MV5BM2E5ZTUxNjEtYjE4Ni00Y2Y3LThkMDYtOGYwMzcyM2JjYWU1XkEyXkFqcGdeQXVyNzg5MzIyOA@@._V1_UX67_CR0,0,67,98_AL_.jpg",tt9441638
7175,Hedersmordet,(2020),"
Crime, Drama, History            ","
Boxes, bottles, cans. Garbage. Abandoned, ignored, inert. Until nightfall. Slim is a resigned cardboard box. but his fate changes when a kid toy box, Spark, involves him and his pals in an adventure that will change their life forever.","https://m.media-amazon.com/images/M/MV5BYWNlYzNiY2QtMGVjNy00NmZkLWJmYWItM2QyYzkxNmFkYzVkXkEyXkFqcGdeQXVyNTA3MjU2Mjc@._V1_UY98_CR3,0,67,98_AL_.jpg",tt6434368
7176,Through the Glass Darkly,(2020),"
Thriller            ","
Duncanville is centered around a spectacularly average 15-year-old boy, named Duncan with a rich fantasy life, and the people in his world. He's not exceptional, but he has a wild imagination in which he's never anything less than amazing.","https://m.media-amazon.com/images/M/MV5BYjM1YTIzYzYtYWUyOS00NjNlLWJiMmMtNTdlNTlkODZlNGM4XkEyXkFqcGdeQXVyMjM5NDQzNTk@._V1_UY98_CR0,0,67,98_AL_.jpg",tt9073898
7177,Rose,(V) (2020),"
Drama, Horror, Romance            ","
Fran and Jamie are best friends and business partners - they just happen to kill people for a living. Having stumbled into a career in contract killing, the misfit duo are definitely not your typical killers for hire.","https://m.media-amazon.com/images/M/MV5BMjIzYzFjYjktODBkOS00YzI4LTk5ZmQtNWI5MDBkODQzN2JkXkEyXkFqcGdeQXVyMTMxNjUyMDkx._V1_UX67_CR0,0,67,98_AL_.jpg",tt9041792
7178,The Big Ugly,(2020),"
Crime, Drama, Thriller            ","
Strange events plague a young man when he's summoned to the secluded home of a wealthy childhood friend and his twin sister.","https://m.media-amazon.com/images/M/MV5BY2I2ODJhMzQtMjFkMi00M2FmLThjMzktNGVhMzk2ZDYwNjZiXkEyXkFqcGdeQXVyMTg0MTI3Mg@@._V1_UX67_CR0,0,67,98_AL_.jpg",tt6920798
7179,Trash,(I) (2020),"
Animation, Adventure, Comedy            ","
What started as a weekly political discussion MSV became a series ranging from serious issues to completely random non linear nonsense.",https://m.media-amazon.com/images/S/sash/NapCxx-VwSOJtCZ.png,tt16980768
7180,Duncanville,(2020– ),"
Animation, Comedy            ","
Documentary following a suicide-survivor who has become an advocate for suicidal young people as she makes a web series about a friend who took her own life.","https://m.media-amazon.com/images/M/MV5BMjAzMTBlZWEtOWFkNy00OTllLWI0ZjgtMDk3YmY5ODJhYTQ4XkEyXkFqcGdeQXVyMzgxMjM5NTI@._V1_UY98_CR1,0,67,98_AL_.jpg",tt11015978
7181,Hitmen,(2020– ),"
Comedy, Crime            ","
It's Hannah Bradford's first year of high school. As a transgender girl, Hannah not only has to navigate the challenges that come with starting a new school, but find the courage to live as her most authentic self.","https://m.media-amazon.com/images/M/MV5BNzMxY2FhNDktOTgyZC00NjIzLWFmODItYWM3MDY4NGNlNGJmXkEyXkFqcGdeQXVyMzM3MjY1MDE@._V1_UX67_CR0,0,67,98_AL_.jpg",tt10614090
7182,The Bloodhound,(2020),"
Mystery, Thriller            ","
Zane and Jeannette return from their magical honeymoon to plan the perfect first Christmas as a family, but the arrival of Jeannette's former father-in-law throws a wrench into all of their holiday planning.","https://m.media-amazon.com/images/M/MV5BZjNmYzY1MGEtODM3My00NTY0LWEyNDgtNTI0ODk0Y2ZmYzM3XkEyXkFqcGdeQXVyNjI4Mzg5OTg@._V1_UY98_CR0,0,67,98_AL_.jpg",tt12389030
7183,MSV Podcast,(2021– ),"
Talk-Show            ","
Meg wants to save her neighborhood from getting demolished. She then discovers that Nate has other plans. Can she turn Nate's heart toward Christmas?","https://m.media-amazon.com/images/M/MV5BZTVmZjFlNDQtOTA4ZS00ODNhLWIxZWYtNDI1MTk3N2RkNTAzXkEyXkFqcGdeQXVyNjU0NTI0Nw@@._V1_UX67_CR0,0,67,98_AL_.jpg",tt13344860
7184,The Girl on the Bridge,(2020),"
Documentary            ","
Our world is going through challenging times, and we are all called upon to take action for a better, brighter future. Leonardo DiCaprio invites viewers to embrace new electric and sustainable mobility, becoming drivers for change.","https://m.media-amazon.com/images/M/MV5BYmNhYTZhNmQtZDc4MC00MTAwLTg5ZDctMWUzYzBjOTg2MTVkXkEyXkFqcGdeQXVyMjExMDE1MzQ@._V1_UY98_CR53,0,67,98_AL_.jpg",tt14677742
7185,First Day,(2020– ),"
Drama            ","
The story of a writer who returns to Ireland, after spending twenty five years in New York, to confront the ghosts of his past.","https://m.media-amazon.com/images/M/MV5BMTdlYjdjYWItMTZlYi00MzA3LThiZmYtNDI2YmU0ODcwM2FmXkEyXkFqcGdeQXVyMzMwMjI2NA@@._V1_UY98_CR3,0,67,98_AL_.jpg",tt8187840
7186,A Very Country Christmas: Homecoming,(2020 TV Movie),"
Romance            ","
A mentally deranged Karen asks for her money to be refunded but instead, greeted with the underworld king himself Peter Whistler. She must then train Peter Whistler into an Only Fans Subscriber. Before he can consume all the bathwater.","https://m.media-amazon.com/images/M/MV5BZTgwYWFjMzMtNmVhZC00MTdiLTgyY2MtOWViMGYxYWRiOTRmXkEyXkFqcGdeQXVyOTA1ODU0Mzc@._V1_UY98_CR35,0,67,98_AL_.jpg",tt12599182
7187,Christmas Tree Lane,(2020 TV Movie),"
Comedy, Drama, Music            ","
An unlikely couple falls in love when forced to take online ukulele lessons during COVID-19.","https://m.media-amazon.com/images/M/MV5BY2EzMGU2NTItN2FhMi00NjkxLTk4ZjAtYjcxZTNhNDNhOGFkXkEyXkFqcGdeQXVyMDM3ODU0Nw@@._V1_UY98_CR3,0,67,98_AL_.jpg",tt12429078
7188,Welcome Back Future,(2021),"
Short            ","
After Peter Parker (Spider-Man) disappears while saving New York from a mysterious threat, 19 year old Miles Morales ventures into the city to see if he's ready to become the city's new ...                See full summary »
","https://m.media-amazon.com/images/M/MV5BZDhhZDYyODEtNjc5Yi00YWNhLTg1ODUtMzE3ZGE0ZGViZDQyXkEyXkFqcGdeQXVyMjQzNTgxMzg@._V1_UY98_CR3,0,67,98_AL_.jpg",tt12043800
7189,A Bend in the River,(2020),"
Drama            ","
This two-part series showcases the beauty of India through it's natural wonders Fascinating people and diverse cultures for souring heights.","https://m.media-amazon.com/images/M/MV5BNGQ0N2M1MzctOGJjOC00YjljLWJkMmQtMTBhZmE3NmE3ZmM3XkEyXkFqcGdeQXVyMzIyNDIwMTU@._V1_UY98_CR15,0,67,98_AL_.jpg",tt12873192
7190,Belle Delphine: I'm Back,(2020 Music Video),"
Comedy, Music            ","
Having emotional anxieties after spending time in prison; Shawn takes work as an erotic dancer to support his daughter, and falls in love with a man for the first time.","https://m.media-amazon.com/images/M/MV5BYTI1YjA2OWMtNjRhZi00YjIxLTg4ZmItOTJmYWIyZTE1MmE2XkEyXkFqcGdeQXVyNjY4NjczMzM@._V1_UX67_CR0,0,67,98_AL_.jpg",tt7941004
7191,Jack and the Beanstalk: After Ever After,(2020 TV Movie),"
Comedy, Family            ","
An in-depth look into the unique bond between Evangelical Christianity and the Jewish State.","https://m.media-amazon.com/images/M/MV5BZjllNTc4MWUtYzk0Yy00YWJhLTg0NjQtOGFlNGQwODViMTBiXkEyXkFqcGdeQXVyNDExMzMxNjE@._V1_UY98_CR1,0,67,98_AL_.jpg",tt11405250
7192,Love in Lockdown,(I) (2020– ),"
Comedy            ","
When Danielle (Danielle Harris) goes missing after a live stream, it is up to Scout (Scout Taylor Compton) and her friends to investigate over a video call.","https://m.media-amazon.com/images/M/MV5BMzIyYWI5OTAtYjgwMS00ZWFkLTkyOTgtM2MwMTYxYjYzOWVmXkEyXkFqcGdeQXVyMTA0OTUzMzIz._V1_UX67_CR0,0,67,98_AL_.jpg",tt12517320
7193,Miles: A Spider-Man Fan Film,(2020),"
Short, Action, Sci-Fi            ","
The unsung artists - choreographers, video directors, stage designers - behind the world's biggest music stars.","https://m.media-amazon.com/images/M/MV5BMjdiMjRhNDYtOWE0Yy00OGZhLTk4YmUtZmVhM2NlNGMyMDUyXkEyXkFqcGdeQXVyNzg5MzIyOA@@._V1_UX67_CR0,0,67,98_AL_.jpg",tt11084220
7194,India From Above,(2020 TV Movie),NA,"
Jayne and her team are assigned to rework the all-important Wellington Proposal by 6:00am. Setbacks and complications result in a hilarious race to the finish line.","https://m.media-amazon.com/images/M/MV5BNzU5ZDljM2QtZDBlMy00Njk2LTkxMjMtYWEyMWM3NzJhYjU5XkEyXkFqcGdeQXVyNTgxODA1NDU@._V1_UX67_CR0,0,67,98_AL_.jpg",tt10035666
7195,Neon Boys,(2020),"
Short, Drama            ","
Features real-life stories of haunting encounters, UFO sightings, and supernatural experiences that defy all explanation.","https://m.media-amazon.com/images/M/MV5BMWVlNDQzODgtZjVhZC00MmU1LTgzZWEtMTRmNzM3MjA5ZGU0XkEyXkFqcGdeQXVyMjc4NzI0NzU@._V1_UY98_CR3,0,67,98_AL_.jpg",tt13937750
7196,I väntan på frälsaren,(2020),"
Documentary            ","
Revisiting life goals set in a letter written as a teen to his future self, comedian Kanan Gill reports back on if he's lived up to his own expectations.","https://m.media-amazon.com/images/M/MV5BOTc2YjhkYjgtMmM2OS00NjYzLWJiODAtMTkyNzRkYjYzMDdkXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_UY98_CR1,0,67,98_AL_.jpg",tt12055392
7197,Stay Home,(IV) (2020),"
Short, Horror            ","
Church Folks is a family-friendly sitcom centered around the day to day lives of people working at a struggling megachurch.","https://m.media-amazon.com/images/M/MV5BN2IxZDAyNDAtMWRlYy00MTlhLTlhNjctODI0MWVhNmM4ZGY0XkEyXkFqcGdeQXVyMzMwMjI2NA@@._V1_UY98_CR3,0,67,98_AL_.jpg",tt11059772
7198,With Pleasure,(2020),"
Short, Fantasy            ","
A family of cannibalistic pilgrims attacks a restaurant that stays open for Thanksgiving.","https://m.media-amazon.com/images/M/MV5BZTc1MDNiZDUtMTllMi00OWY1LWIyNzctZWJlNTVkZTJhYzI3XkEyXkFqcGdeQXVyMzA0NjA5NDg@._V1_UY98_CR1,0,67,98_AL_.jpg",tt10809006
7199,Pajama Party Work Night,(2020),"
Short, Comedy            ","
Track the main events of World War II with the help of remarkable archive footage in this extensive 24 episode series shines a spotlight on a period of history.","https://m.media-amazon.com/images/M/MV5BZTE2M2UxMjEtNzZlMy00MjZhLWFlNjAtOGQ0ODcxNjU2M2M1XkEyXkFqcGdeQXVyMTEyMTc5NDYy._V1_UY98_CR0,0,67,98_AL_.jpg",tt15472028
7200,Extreme Paranormal Witness,(2020– ),"
Horror            ","
The untold story of a Jewish baby who was born in the death camp before the liberation and survived. An extraordinary journey of the second and third generation, breaking the cycle of trauma to free themselves from Auschwitz - forever.","https://m.media-amazon.com/images/M/MV5BZTliZjFmN2YtY2I2ZC00OWVjLWJlNzYtYjQzZTIwMmY3MDNlXkEyXkFqcGdeQXVyODEwNDAyMjI@._V1_UY98_CR1,0,67,98_AL_.jpg",tt11070284
7201,"Yours Sincerely, Kanan Gill",(2020 TV Special),"
Comedy            ","
Inside a fruit themed burlesque bar, time and space take a backseat to poetry and proverb.","https://m.media-amazon.com/images/M/MV5BMjY4ZDEzNTQtOTQ3Yy00MDI2LWFkYjUtYjQ1MzYwMGJhNDZlXkEyXkFqcGdeQXVyNjEyODkwMTY@._V1_UX67_CR0,0,67,98_AL_.jpg",tt13020336
7202,Church Folks,(2020– ),"
Comedy            ","
A killer gorilla escapes from the Detroit Zoo and goes on a murdering spree.","https://m.media-amazon.com/images/M/MV5BYzNlNjUwYmEtNzU0Mi00NzUyLTlkOTYtYWQ2MzUyNTc4MTI0XkEyXkFqcGdeQXVyMzAyOTg1MQ@@._V1_UX67_CR0,0,67,98_AL_.jpg",tt10104502
7203,The Last Thanksgiving,(2020),"
Horror            ","
The BattlBox crew tests out products designed to help people survive dangerous situations, including explosions, natural disasters and intruders.","https://m.media-amazon.com/images/M/MV5BNGVmZmU5OTEtMGNmMy00Nzk4LWI4NjQtNzJmOTIzZDZmYTM1XkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_UY98_CR1,0,67,98_AL_.jpg",tt12588286
7204,World War 2 - The Call of Duty: A Complete Timeline,(2020),"
Documentary, Biography, History            ","
Add a Plot
","https://m.media-amazon.com/images/M/MV5BNTUxMTQwMWQtZTQzZS00ODI1LTk2OGItYmZkNmNlY2NkZDFmXkEyXkFqcGdeQXVyMjAxMjU5MzM@._V1_UY98_CR3,0,67,98_AL_.jpg",tt12662792
7205,Born in Auschwitz,(2021),"
Documentary            ","
Khavaj, a young MMA (mixed martial art) fighter, fled Chechnya when his brother discovered his homosexuality and promised to kill him, under the persecution of Kadyrov's regime. In Brussels...                See full summary »
","https://m.media-amazon.com/images/M/MV5BYmJhYjNmODQtZDAzYy00Y2RkLWI4ZTgtYWQ2NmUxMWEyYjY5XkEyXkFqcGdeQXVyMTMwNjQxNDU1._V1_UY98_CR1,0,67,98_AL_.jpg",tt14319198
7206,Psycho Ape!,(2020),"
Comedy, Horror            ","
A special video presentation commemorating the 20th anniversary of Thomas the Tank Engine's first feature film, with special appearances and performances from stars of TV, film, and theater, supporting the Autistic Self Advocacy Network.","https://m.media-amazon.com/images/M/MV5BYWUwNWJiYmYtMzk0ZC00MGE0LThlMjctYjhhYjU1MmFkYmM5XkEyXkFqcGdeQXVyNTk5NTQzNDI@._V1_UX67_CR0,0,67,98_AL_.jpg",tt12684750
